Feature,Importance
swta_prod_roi_mean,0.096706055
swta_dmn_roi_energy,0.05950824
swta_dmn_roi_mean,0.057368297
swta_dmn_roi_fft_std,0.044418503
swta_prod_roi_zcr,0.03738697
swta_prod_roi_energy,0.02945646
swta_prod_roi_fft_std,0.025839487
swta_comp_roi_zcr,0.024328083
swta_dmn_roi_min,0.020753337
swta_dmn_roi_max,0.020709304
swta_comp_roi_fft_std,0.020551212
swta_prod_roi_max,0.018748524
swta_comp_roi_mean,0.017319849
swta_prod_roi_min,0.014981912
swta_comp_roi_max,0.014689507
lag1_corr_swta_dmn_roi_vs_swta_prod_roi,0.014364607
swta_comp_roi_min,0.013234942
swta_prod_roi_intercept,0.012863723
swta_prod_roi_std,0.01122467
swta_dmn_roi_autocorr,0.010615488
swta_dmn_roi_mobility,0.010394264
swta_prod_roi_peak_freq,0.010083622
swta_comp_roi_intercept,0.01002437
swta_comp_roi_std,0.010023152
swta_prod_roi_range,0.009972263
swta_comp_roi_autocorr,0.009821287
corr_swta_comp_roi_vs_swta_prod_roi,0.0097414125
swta_dmn_roi_range,0.009733946
swta_dmn_roi_intercept,0.009656759
swta_comp_roi_range,0.009619993
lag1_corr_swta_comp_roi_vs_swta_prod_roi,0.009520812
swta_dmn_roi_fft_mean,0.009428394
swta_prod_roi_fft_mean,0.009383411
corr_swta_comp_roi_vs_swta_dmn_roi,0.00937939
swta_dmn_roi_std,0.009308272
swta_prod_roi_mobility,0.008912281
swta_dmn_roi_slope,0.00888417
swta_prod_roi_diff2_mean,0.008724911
corr_swta_dmn_roi_vs_swta_prod_roi,0.008515702
swta_comp_roi_fft_mean,0.008363871
lag1_corr_swta_comp_roi_vs_swta_dmn_roi,0.00820582
swta_dmn_roi_zcr,0.008058259
swta_comp_roi_diff2_mean,0.007999363
lag2_corr_swta_dmn_roi_vs_swta_prod_roi,0.007905403
swta_dmn_roi_complexity,0.0078443345
swta_comp_roi_energy,0.0078076445
lag3_corr_swta_comp_roi_vs_swta_dmn_roi,0.007802236
swta_comp_roi_skew,0.0077868868
swta_prod_roi_kurtosis,0.007726404
swta_dmn_roi_slope_changes,0.0076611466
swta_dmn_roi_diff2_mean,0.0076021818
swta_prod_roi_entropy,0.007600744
swta_prod_roi_skew,0.007590582
swta_dmn_roi_kurtosis,0.0075456565
lag2_corr_swta_comp_roi_vs_swta_prod_roi,0.007536139
swta_comp_roi_slope,0.0075297365
swta_prod_roi_slope,0.007528313
swta_prod_roi_diff_mean,0.0074651246
lag3_corr_swta_dmn_roi_vs_swta_prod_roi,0.007444718
swta_comp_roi_mobility,0.0073305247
swta_comp_roi_slope_changes,0.0073221987
swta_dmn_roi_entropy,0.007201128
swta_comp_roi_kurtosis,0.007053468
swta_prod_roi_complexity,0.006976966
lag2_corr_swta_comp_roi_vs_swta_dmn_roi,0.006908075
swta_comp_roi_complexity,0.0068727653
swta_dmn_roi_diff_mean,0.0066728727
swta_prod_roi_autocorr,0.006605849
lag3_corr_swta_comp_roi_vs_swta_prod_roi,0.0065952404
swta_dmn_roi_skew,0.006424471
swta_prod_roi_slope_changes,0.005965547
swta_comp_roi_entropy,0.0058271675
swta_comp_roi_peak_freq,0.005627162
swta_comp_roi_diff_mean,0.005414332
swta_dmn_roi_peak_freq,0.0
swta_comp_roi_fft_power,0.0
swta_prod_roi_fft_power,0.0
swta_dmn_roi_fft_power,0.0
